plate.no,s1,s2,s1.rate,s2.rate,s1.win,s1.loss,draw,s1.initial.mm,s2.initial.mm,s1.cbh,s2.cbh,s1.phos,s2.phos,s1.nag,s2.nag,s1.lap,s2.lap,s1.bg,s2.bg,s1.perox1,s1.phenox,s1.perox2,s2.perox1,s2.phenox,s2.perox2,s1.density,s2.density,s2.decomp,s1.decomp
678,a.gal3.s,l.gilb.s,0.25,4.14,0,0,1,15,12,0.3364722366,0.0953101798,3.8836235309,2.2721258855,3.2733640102,2.8564702062,-9.210340372,-1.2039728043,0.6418538862,0.7419373447,-3.6888794541,-5.8091429903,-0.0304592075,-9.210340372,-9.210340372,3.3649136846,0.5,0.12,6.846026509,5.816010102
679,a.gal5.s,l.gilb.s,0.25,4.14,0,0,1,23,4,0.6931471806,0.0953101798,2.5649493575,2.2721258855,2.4680995315,2.8564702062,-2.302585093,-1.2039728043,0.955511445,0.7419373447,-2.8387285247,-2.8647040111,-0.1036952363,-9.210340372,-9.210340372,3.3649136846,0.65,0.12,6.846026509,7.28979367
684,a.sin.n,l.gilb.s,0.77,4.14,0,0,1,9,18,0.5877866649,0.0953101798,2.2082744135,2.2721258855,2.5572273114,2.8564702062,-9.210340372,-1.2039728043,0.8329091229,0.7419373447,-1.9275791924,-0.1210383284,-9.210340372,-9.210340372,-9.210340372,3.3649136846,0.12,0.12,6.846026509,7.046624332
827,a.gal5.s,s.comm.n,0.25,4.41,0,0,1,20,7,0.6931471806,0,2.5649493575,2.6602595373,2.4680995315,3.3603753871,-2.302585093,-9.210340372,0.955511445,1.7227665977,-2.8387285247,-2.8647040111,-0.1036952363,-9.210340372,-9.210340372,-9.210340372,0.65,0.53,2.202539947,7.28979367
NA,a.tab.n,h.seti.n,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,
NA,a.gal1.s,h.seti.s,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,
NA,a.gal1.s,a.sin.n,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,
NA,a.gal3.s,h.seti.s,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,
NA,a.gal5.s,h.seti.s,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,
NA,a.gal6.n,h.seti.s,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,
NA,a.gal6.n,m.trem.s,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,
NA,a.gal8.n,m.trem.s,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,
NA,a.gal9.n,h.seti.s,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,
NA,a.gal9.n,a.sin.n,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,
NA,a.sin.n,h.seti.s,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,
NA,h.crust.n,h.seti.s,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,
NA,p.gilv.n,l.carib.s,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,
NA,p.robin.s,h.seti.s,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,
NA,t.chion.n,s.comm.n,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,
NA,x.sub.s,h.seti.s,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,
